id_kalimat,kalimat_asli,klausa,aspect,sentiment,provider,timestamp
1428,harga naik mulu dengan sendirinya tapi jaringan tetap saja lelet,harga naik mulu dengan sendirinya,Harga,Negatif,Indihome,2025-10-27 07:21
1429,harga naik mulu dengan sendirinya tapi jaringan tetap saja lelet,tapi jaringan tetap saja lelet,Kecepatan Internet,Negatif,Indihome,2025-12-01 19:54
1430,kalau di rumah bapak sudah pasang perangkat apa saja nih,kalau di rumah bapak sudah pasang perangkat apa saja nih,Instalasi,Netral,Indihome,2025-08-24 16:06
1431,buat naik darah kelen dari hari sabtu sore sampai hari selasa ada gangguan sudah telpon call center juga tapi tidak di perbaiki kelen telat sehari langsung putus jaringan tiba kayak begini saya sudah rugi tidak bisa belajar ada kompensasi dari kelen,buat naik darah kelen dari hari sabtu sore sampai hari selasa ada gangguan sudah telpon call center juga,Layanan Pelanggan,Negatif,Indihome,2025-03-07 23:15
1432,buat naik darah kelen dari hari sabtu sore sampai hari selasa ada gangguan sudah telpon call center juga tapi tidak di perbaiki kelen telat sehari langsung putus jaringan tiba kayak begini saya sudah rugi tidak bisa belajar ada kompensasi dari kelen,tapi tidak di perbaiki kelen telat sehari langsung putus jaringan tiba kayak begini saya sudah rugi tidak bisa belajar ada kompensasi dari kelen,Penanganan Gangguan,Negatif,Indihome,2025-01-14 22:03
1433,woy wifi lemot banget astaga,woy wifi lemot banget astaga,Kecepatan Internet,Negatif,Indihome,2025-06-05 15:05
1434,indihome los dari minggu internet tsel lemot parah astaga paket komplit sekali ya,indihome los dari minggu internet tsel lemot parah astaga paket komplit sekali ya,Kecepatan Internet,Negatif,Indihome,2025-01-02 14:57
1435,miminn cara ubah paket wifi indihome bagaimana ya,miminn cara ubah paket wifi indihome bagaimana ya,Kemudahan Akses Layanan,Netral,Indihome,2025-10-28 23:26
1436,halo min ini ngeleg banget,halo min ini ngeleg banget,Kecepatan Internet,Negatif,Indihome,2025-01-23 18:29
1437,los merah cek dm min,los merah cek dm min,Stabilitas Jaringan,Negatif,Indihome,2025-08-24 09:37
1438,apa tidak ingat kalau mati sehari wifi langsung di matikan,apa tidak ingat kalau mati sehari wifi langsung di matikan,Stabilitas Jaringan,Negatif,Indihome,2025-01-04 23:08
1439,mau pasang cctv dari seminggu lalu lebih sampai sekarang tidak dipasang pasang bolak balik ke grapari hasilnya nihil tim cctv tidak datang datang di wa juga tidak direspon sungguh padahal ya belum dipasang tarifnya sudah dinaikin sungguh,mau pasang cctv dari seminggu lalu lebih sampai sekarang tidak dipasang pasang bolak balik ke grapari hasilnya nihil tim cctv tidak datang datang di wa juga tidak direspon sungguh,Instalasi,Negatif,Indihome,2025-01-21 19:04
1440,mau pasang cctv dari seminggu lalu lebih sampai sekarang tidak dipasang pasang bolak balik ke grapari hasilnya nihil tim cctv tidak datang datang di wa juga tidak direspon sungguh padahal ya belum dipasang tarifnya sudah dinaikin sungguh,padahal ya belum dipasang tarifnya sudah dinaikin sungguh,Harga,Negatif,Indihome,2025-12-19 08:27
1441,halo indihome sudah 2 hari internet mati tidak ada teknisi datang sudah lapor 3x ke 188 kapan internet akan hidup 2 hari tidak bisa kerja dikantor kami tolong tanggung jawabnya dari indihome balikpapan pelayanan jelek dan lama sekali salam bpn balikpapan,halo indihome sudah 2 hari internet mati tidak ada teknisi datang sudah lapor 3x ke 188 kapan internet akan hidup 2 hari tidak bisa kerja dikantor kami tolong tanggung jawabnya dari indihome balikpapan pelayanan jelek,Penanganan Gangguan,Negatif,Indihome,2025-02-22 11:15
1442,saya menunggu sudah 8 hari sudah bayar di anggep pembayaran tidak masuk sampai saya ke bank dan cetak koran pun mng lihak bank mengatakan kalau saldo sudah terpotong,saya menunggu sudah 8 hari sudah bayar di anggep pembayaran tidak masuk sampai saya ke bank,Layanan Pelanggan,Negatif,Indihome,2025-02-10 15:54
1443,benerin sinyal bukan cuma bisa naikin harga,benerin sinyal bukan cuma bisa naikin harga,Stabilitas Jaringan,Negatif,Indihome,2025-12-11 19:44
1444,sudah bayar tanggal 2 desember tapi wifi mati 3x ke grapari 8x telp cs indihome jawaban ya hanya di follow up ke tim terkait,tapi wifi mati 3x ke grapari 8x telp cs indihome jawaban ya hanya di follow up ke tim terkait,Penanganan Gangguan,Negatif,Indihome,2025-10-27 17:20
1445,nyalain woi wifi 2 4 saya cctv saya jadi tidak bisa diakses sudah 5 hari bilang refresh2 terus tapi solusi mu tidak guna awas saja kalau tidak dibenerin sekarang juga bakal ganti saja ke myrepublic atau oxygen yang lebih bagus dan murah jangan nyuruh2 dm ya dm saya saja tidak kamu respon,nyalain woi wifi 2 4 saya cctv saya jadi tidak bisa diakses sudah 5 hari bilang refresh2 terus tapi solusi mu tidak guna awas saja kalau tidak dibenerin sekarang juga bakal ganti saja ke myrepublic atau oxygen yang lebih bagus dan murah jangan nyuruh2 dm ya dm saya saja tidak kamu respon,Penanganan Gangguan,Negatif,Indihome,2025-06-15 15:14
1446,progress terus progress tapi masalah tidak ada ujungnya sudah berapa kali dijanjiin dikoordinasikan ke tim terkait tapi sampai sekarang tidak ada tindakan nyata saya tidak mau lagi dengar alasan klasik kayak begini kalian pikir pelanggan tidak punya hak saya bayar tagihan tepat waktu tapi layanan selalu bermasalah kapan benaran selesai meminta timeline jelas jangan cuma basa basi kalau tidak bisa ditangani sekarang meminta eskalasi ke atasan atau refund kompensasi tidak mau lagi ditanggungin dengan kata kata manis tanpa hasil saya butuh solusi bukan excuses,progress terus progress tapi masalah tidak ada ujungnya sudah berapa kali dijanjiin dikoordinasikan ke tim terkait tapi sampai sekarang tidak ada tindakan nyata saya tidak mau lagi dengar alasan klasik kayak begini kalian pikir pelanggan tidak punya hak saya bayar tagihan tepat waktu tapi layanan selalu bermasalah kapan benaran selesai meminta timeline jelas jangan cuma basa basi kalau tidak bisa ditangani sekarang meminta eskalasi ke atasan atau refund kompensasi tidak mau lagi ditanggungin dengan kata kata manis tanpa hasil saya butuh solusi bukan excuses,Penanganan Gangguan,Negatif,Indihome,2025-01-03 13:08
1447,progress terus progress tapi masalah tidak ada ujungnya sudah berapa kali dijanjiin dikoordinasikan ke tim terkait tapi sampai sekarang tidak ada tindakan nyata saya tidak mau lagi dengar alasan klasik kayak begini kalian pikir pelanggan tidak punya hak saya bayar tagihan tepat waktu tapi layanan selalu bermasalah kapan benaran selesai meminta timeline jelas jangan cuma basa basi kalau tidak bisa ditangani sekarang meminta eskalasi ke atasan atau refund kompensasi tidak mau lagi ditanggungin dengan kata kata manis tanpa hasil saya butuh solusi bukan excuses,bisa ditangani sekarang meminta eskalasi ke atasan atau refund kompensasi tidak mau lagi ditanggungin dengan kata kata manis tanpa hasil saya butuh solusi bukan excuses,Layanan Pelanggan,Negatif,Indihome,2025-06-25 10:09
1448,balas dm dong min masih los nih sudah 2 hari,balas dm dong min masih los nih sudah 2 hari,Layanan Pelanggan,Negatif,Indihome,2025-12-04 12:28
1449,lagi down server kah soalnya download speednya lemot tiba2,lagi down server kah soalnya download speednya lemot tiba2,Kecepatan Internet,Negatif,Indihome,2025-01-15 17:26
1450,halo kak bagaimana ini wifi area mojokerto kota 4hari tidak nyala kami buat usaha loh kerugian sudah 2jt kacau banget,halo kak bagaimana ini wifi area mojokerto kota 4hari tidak nyala kami buat usaha loh kerugian sudah 2jt kacau banget,Stabilitas Jaringan,Negatif,Indihome,2025-11-04 18:49
1451,cuman sekedar remot rusak meminta tukar saja tidak di respon respon,cuman sekedar remot rusak meminta tukar saja tidak di respon respon,Penanganan Gangguan,Negatif,Indihome,2025-09-07 21:19
1452,kalau tidak gangguan ya leleet,kalau tidak gangguan ya leleet,Stabilitas Jaringan,Negatif,Indihome,2025-03-15 15:54
1453,min indihome saya sudah lama tidak bisa kayak mana ini tetangga saya semua bisa cuma saya yang tidak bisa sudah saya lapor ke grapari ke 188 katanya dikirim teknisi tapi dtidak datang,min indihome saya sudah lama tidak bisa kayak mana ini tetangga saya semua bisa cuma saya yang tidak bisa sudah saya lapor ke grapari ke 188 katanya dikirim teknisi tapi dtidak datang,Penanganan Gangguan,Negatif,Indihome,2025-03-04 09:10
1454,min indihome saya sudah lama tidak bisa kayak mana ini tetangga saya semua bisa cuma saya yang tidak bisa sudah saya lapor ke grapari ke 188 katanya dikirim teknisi tapi dtidak datang,tapi dtidak datang,Penanganan Gangguan,Negatif,Indihome,2025-11-26 16:52
1455,min mohon bantu cek dm saya untuk memastikan gangguan atau tidak soalnya tidak bisa digunakan,min mohon bantu cek dm saya untuk memastikan gangguan atau tidak soalnya tidak bisa digunakan,Stabilitas Jaringan,Negatif,Indihome,2025-07-23 08:13
1456,gangguan mulu mau ganti saja yang lain ada saran tidak guys wifi yang bagus,gangguan mulu mau ganti saja yang lain ada saran tidak guys wifi yang bagus,Penanganan Gangguan,Negatif,Indihome,2025-09-27 17:09
1457,jaringan tidak ada internet why,jaringan tidak ada internet why,Stabilitas Jaringan,Negatif,Indihome,2025-03-03 14:22
1458,telat bayar nyepam jaringan ngeleg mohon memaafi ya buat kendala,telat bayar nyepam jaringan ngeleg mohon memaafi ya buat kendala,Stabilitas Jaringan,Negatif,Indihome,2025-12-13 23:03
1459,ini indihome bad banget sumpah wifi di rumah lampunya merah terus sudah 3 hari pekerjaan tertunda karena wifi tidak bisa digunakan,ini indihome bad banget sumpah wifi di rumah lampunya merah terus sudah 3 hari pekerjaan tertunda karena wifi tidak bisa digunakan,Stabilitas Jaringan,Negatif,Indihome,2025-03-22 16:16
1460,min wf aku dah 5 hari tidak bisa nih yang muncul lampu merah,min wf aku dah 5 hari tidak bisa nih yang muncul lampu merah,Kecepatan Internet,Negatif,Indihome,2025-03-27 12:01
1461,indihome nih ya dari 10 november janji mau kirim teknisi buat migrasi tapi sampai sekarang cuma ghosting doang bukan teknisinya yang datang malah gue yang kudu nge call cs berkali kali udahlahcapek bye saatnya pindah ke kompetitor yang penting tidak nge gaslight customer ttd loyal customer dari tahun 20an,indihome nih ya dari 10 november janji mau kirim teknisi buat migrasi,Penanganan Gangguan,Negatif,Indihome,2025-04-13 21:35
1462,indihome nih ya dari 10 november janji mau kirim teknisi buat migrasi tapi sampai sekarang cuma ghosting doang bukan teknisinya yang datang malah gue yang kudu nge call cs berkali kali udahlahcapek bye saatnya pindah ke kompetitor yang penting tidak nge gaslight customer ttd loyal customer dari tahun 20an,tapi sampai sekarang cuma ghosting doang bukan teknisinya yang datang malah gue yang kudu nge call cs berkali kali udahlahcapek bye saatnya pindah ke kompetitor yang penting tidak nge gaslight customer ttd loyal customer dari tahun 20an,Layanan Pelanggan,Negatif,Indihome,2025-06-24 14:06
1463,satu tahun ini indihome jaringannya sangat buruk,satu tahun ini indihome jaringannya sangat buruk,Stabilitas Jaringan,Negatif,Indihome,2025-02-15 10:51
1464,guys pikir pikir dulu ya kalau pakai wifi ini kalai ada kendala tidak resposive,guys pikir pikir dulu ya kalau pakai wifi ini kalai ada kendala tidak resposive,Kemudahan Akses Layanan,Negatif,Indihome,2025-05-26 11:07
1465,dulu ada layanan aduan di my indihome sekarang lewat dan respon ya bikin emosi keluhannya sana semua jaringan los,dulu ada layanan aduan di my indihome sekarang lewat dan respon ya bikin emosi keluhannya sana semua jaringan los,Layanan Pelanggan,Negatif,Indihome,2025-06-01 08:53
1466,kak berlaku buat orang jabar yang mau komunikasi ke sumatra tidak,kak berlaku buat orang jabar yang mau komunikasi ke sumatra tidak,Kemudahan Akses Layanan,Netral,Indihome,2025-05-25 14:08
1467,min poin indihome sekarang apa tidak bisa ditukar ya,min poin indihome sekarang apa tidak bisa ditukar ya,Harga,Netral,Indihome,2025-09-07 19:23
1468,min sinyalku di padang lampu indikator losnya nyala,min sinyalku di padang lampu indikator losnya nyala,Stabilitas Jaringan,Negatif,Indihome,2025-06-22 09:37
1469,halo ini bagaimana internet saya sudah seminggu tidak bisa teknisi tak kunjung datang,halo ini bagaimana internet saya sudah seminggu tidak bisa teknisi tak kunjung datang,Penanganan Gangguan,Negatif,Indihome,2025-12-19 15:58
1470,ini wifi kenapa tidak ada signal selama 2 minggu kocak banget mana wifi kantor lagi aaduuh,ini wifi kenapa tidak ada signal selama 2 minggu kocak banget mana wifi kantor lagi aaduuh,Stabilitas Jaringan,Negatif,Indihome,2025-04-27 09:01
1471,kak masa tiap bulan gangguan yerus sih ini bagaimana solusinya padahal bayar tidak pernah telat tapi jaringannya lelet amat di tambah sekarang gangguan tolongg ini bagaimana solusinya,kak masa tiap bulan gangguan yerus sih ini bagaimana solusinya padahal bayar tidak pernah telat,Stabilitas Jaringan,Negatif,Indihome,2025-01-03 13:57
1472,kak masa tiap bulan gangguan yerus sih ini bagaimana solusinya padahal bayar tidak pernah telat tapi jaringannya lelet amat di tambah sekarang gangguan tolongg ini bagaimana solusinya,tapi jaringannya lelet amat di tambah sekarang gangguan tolongg ini bagaimana solusinya,Stabilitas Jaringan,Negatif,Indihome,2025-10-21 21:51
1473,min kenapa ada paket internet sisa kuota hangus kalau tidak hangus aku punya bergiga2 diakhirat boleh diminta buat ngurangin dosa,min kenapa ada paket internet sisa kuota hangus kalau tidak hangus aku punya bergiga2 diakhirat boleh diminta buat ngurangin dosa,Harga,Negatif,Indihome,2025-09-05 09:57
1474,untuk tagihan indihome di aceh yang terkena bencana apa tetap bayar min tolong di jawab,untuk tagihan indihome di aceh yang terkena bencana apa tetap bayar min tolong di jawab,Harga,Netral,Indihome,2025-02-28 17:07
1475,percuma min gc bisa dipkek kagak ada jaringan,percuma min gc bisa dipkek kagak ada jaringan,Stabilitas Jaringan,Negatif,Indihome,2025-09-02 21:03
1476,tolong dm saya di check and di baca,tolong dm saya di check and di baca,Layanan Pelanggan,Netral,Indihome,2025-01-06 20:52
1477,apaan baru 30 menit masa paket sudah habis,apaan baru 30 menit masa paket sudah habis,Harga,Negatif,Indihome,2025-11-24 19:31
1478,pleaselah wifi drumah saya lemot bahkan sering tidak ada jaringan tiap komplein responya sudah disetel ulang capek banget,pleaselah wifi drumah saya lemot,Kecepatan Internet,Negatif,Indihome,2025-06-01 19:43
1479,pleaselah wifi drumah saya lemot bahkan sering tidak ada jaringan tiap komplein responya sudah disetel ulang capek banget,bahkan sering tidak ada jaringan tiap komplein responya sudah disetel ulang capek banget,Stabilitas Jaringan,Negatif,Indihome,2025-01-14 12:22
1480,woi apanya maksudmu turunin mekanik cek jaringan ke rumah rumah tambah rusak yang ada,woi apanya maksudmu turunin mekanik cek jaringan ke rumah rumah tambah rusak yang ada,Stabilitas Jaringan,Negatif,Indihome,2025-02-07 12:17
1481,sumpah capek ya laporan kaya tidak ada guna,sumpah capek ya laporan kaya tidak ada guna,Penanganan Gangguan,Negatif,Indihome,2025-09-09 21:56
1482,wifi saya dari kemarin terhubung tetapi tidak ada akses internet sudah menghubungi cs tetapi belum terselesaikan sampai sekarang terus 2 bulan kemarin tiba tagihan naik yang awal ya 170 an jadi 200 an tanpa ada ya konfirmasi dulu ke saya,wifi saya dari kemarin terhubung tetapi tidak ada akses internet sudah menghubungi cs,Stabilitas Jaringan,Negatif,Indihome,2025-12-05 08:39
1483,wifi saya dari kemarin terhubung tetapi tidak ada akses internet sudah menghubungi cs tetapi belum terselesaikan sampai sekarang terus 2 bulan kemarin tiba tagihan naik yang awal ya 170 an jadi 200 an tanpa ada ya konfirmasi dulu ke saya,tetapi belum terselesaikan sampai sekarang terus 2 bulan kemarin tiba tagihan naik yang awal ya 170 an,Harga,Negatif,Indihome,2025-10-20 14:41
1484,wifi aku error apa bagaimana ini indikator internet kadang mati sendiri selang beberapa menit nyala lagi ini kenapa ya,wifi aku error apa bagaimana ini indikator internet kadang mati sendiri selang beberapa menit nyala lagi ini kenapa ya,Stabilitas Jaringan,Negatif,Indihome,2025-11-10 22:26
1485,assalamu alaikum kakak sudah seminggu lebih ada kerusakan massal wi di indihome di aceh tapi tagihan tetap ada ini bagaimana solusinya kakak,assalamu alaikum kakak sudah seminggu lebih ada kerusakan massal wi di indihome di aceh,Stabilitas Jaringan,Negatif,Indihome,2025-05-29 22:03
1486,assalamu alaikum kakak sudah seminggu lebih ada kerusakan massal wi di indihome di aceh tapi tagihan tetap ada ini bagaimana solusinya kakak,tapi tagihan tetap ada ini bagaimana solusinya kakak,Harga,Negatif,Indihome,2025-07-03 15:24
